npm/npmjs/-/JSONStream/1.3.5, MIT OR Apache-2.0, approved, clearlydefined
npm/npmjs/-/osenv/0.1.5, ISC, approved, clearlydefined
npm/npmjs/-/p-cancelable/1.1.0, MIT, approved, clearlydefined
npm/npmjs/-/p-debounce/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/p-finally/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/p-limit/1.3.0, MIT, approved, clearlydefined
npm/npmjs/-/p-limit/2.3.0, MIT, approved, clearlydefined
npm/npmjs/-/p-limit/3.1.0, MIT, approved, clearlydefined
npm/npmjs/-/p-locate/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/p-locate/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/p-locate/4.1.0, MIT, approved, clearlydefined
npm/npmjs/-/p-map/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/p-try/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/p-try/2.2.0, MIT, approved, clearlydefined
npm/npmjs/-/pako/0.2.9, MIT, approved, clearlydefined
npm/npmjs/-/parallel-transform/1.2.0, MIT, approved, clearlydefined
npm/npmjs/-/parse-github-repo-url/1.4.1, MIT, approved, clearlydefined
npm/npmjs/-/parse-json/2.2.0, MIT AND WTFPL, approved, #991
npm/npmjs/-/parse-json/3.0.0, MIT AND WTFPL, approved, #1673
npm/npmjs/-/parse-json/4.0.0, MIT, approved, clearlydefined
npm/npmjs/-/parse5/6.0.1, MIT, approved, clearlydefined
npm/npmjs/-/parseurl/1.3.3, MIT, approved, clearlydefined
npm/npmjs/-/path-dirname/1.0.2, MIT, approved, clearlydefined
npm/npmjs/-/path-exists/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/path-exists/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/path-exists/4.0.0, MIT, approved, clearlydefined
npm/npmjs/-/path-is-absolute/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/path-key/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/path-key/2.0.1, MIT, approved, clearlydefined
npm/npmjs/-/path-key/3.1.1, MIT, approved, clearlydefined
npm/npmjs/-/path-parse/1.0.7, MIT, approved, clearlydefined
npm/npmjs/-/path-to-regexp/0.1.7, MIT, approved, clearlydefined
npm/npmjs/-/path-type/1.1.0, MIT, approved, clearlydefined
npm/npmjs/-/path-type/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/path-type/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/path-type/4.0.0, MIT, approved, clearlydefined
npm/npmjs/-/pathval/1.1.1, MIT, approved, clearlydefined
npm/npmjs/-/pdfkit/0.12.3, MIT, restricted, clearlydefined
npm/npmjs/-/pdfmake/0.2.2, MIT, restricted, clearlydefined
npm/npmjs/-/pend/1.2.0, MIT, approved, clearlydefined
npm/npmjs/-/perfect-scrollbar/1.5.2, MIT, approved, clearlydefined
npm/npmjs/-/performance-now/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/picomatch/2.3.0, MIT, approved, clearlydefined
npm/npmjs/-/pify/2.3.0, MIT, approved, clearlydefined
npm/npmjs/-/pify/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/pify/4.0.1, MIT, approved, clearlydefined
npm/npmjs/-/pinkie-promise/2.0.1, MIT, approved, clearlydefined
npm/npmjs/-/pinkie/2.0.4, MIT, approved, clearlydefined
npm/npmjs/-/pkg-dir/4.2.0, MIT, approved, clearlydefined
npm/npmjs/-/pkg-up/3.1.0, MIT, approved, clearlydefined
npm/npmjs/-/png-js/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/polylabel/1.1.0, ISC, approved, clearlydefined
npm/npmjs/-/popper.js/1.16.1, MIT, approved, CQ22353
npm/npmjs/-/popper.js/1.16.1-lts, MIT, approved, CQ22353
npm/npmjs/-/postcss-calc/5.3.1, MIT, approved, clearlydefined
npm/npmjs/-/postcss-colormin/2.2.2, MIT, approved, clearlydefined
npm/npmjs/-/postcss-convert-values/2.6.1, MIT, approved, clearlydefined
npm/npmjs/-/postcss-discard-comments/2.0.4, MIT, approved, clearlydefined
npm/npmjs/-/postcss-discard-duplicates/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/postcss-discard-empty/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/postcss-discard-overridden/0.1.1, MIT, approved, clearlydefined
npm/npmjs/-/postcss-discard-unused/2.2.3, MIT, approved, clearlydefined
npm/npmjs/-/postcss-filter-plugins/2.0.3, MIT, approved, clearlydefined
npm/npmjs/-/postcss-merge-idents/2.1.7, MIT, approved, clearlydefined
npm/npmjs/-/postcss-merge-longhand/2.0.2, MIT, approved, clearlydefined
npm/npmjs/-/postcss-merge-rules/2.1.2, MIT, approved, clearlydefined
npm/npmjs/-/postcss-message-helpers/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/postcss-minify-font-values/1.0.5, MIT, approved, clearlydefined
npm/npmjs/-/postcss-minify-gradients/1.0.5, MIT, approved, clearlydefined
npm/npmjs/-/postcss-minify-params/1.2.2, MIT, approved, clearlydefined
npm/npmjs/-/postcss-minify-selectors/2.1.1, MIT, approved, clearlydefined
npm/npmjs/-/postcss-modules-extract-imports/1.2.1, ISC, approved, clearlydefined
npm/npmjs/-/postcss-modules-local-by-default/1.2.0, MIT, approved, clearlydefined
npm/npmjs/-/postcss-modules-scope/1.1.0, ISC, approved, clearlydefined
npm/npmjs/-/postcss-modules-values/1.3.0, ISC, approved, clearlydefined
npm/npmjs/-/postcss-normalize-charset/1.1.1, MIT, approved, clearlydefined
npm/npmjs/-/postcss-normalize-url/3.0.8, MIT, approved, clearlydefined
npm/npmjs/-/postcss-ordered-values/2.2.3, MIT, approved, clearlydefined
npm/npmjs/-/postcss-reduce-idents/2.4.0, MIT, approved, clearlydefined
npm/npmjs/-/postcss-reduce-initial/1.0.1, MIT, approved, #1051
npm/npmjs/-/postcss-reduce-transforms/1.0.4, MIT, approved, clearlydefined
npm/npmjs/-/postcss-selector-parser/2.2.3, MIT, approved, clearlydefined
npm/npmjs/-/postcss-svgo/2.1.6, MIT, approved, clearlydefined
npm/npmjs/-/postcss-unique-selectors/2.0.2, MIT, approved, clearlydefined
npm/npmjs/-/postcss-value-parser/3.3.1, MIT, approved, clearlydefined
npm/npmjs/-/postcss-zindex/2.2.0, MIT, approved, clearlydefined
npm/npmjs/-/postcss/5.2.18, MIT, approved, clearlydefined
npm/npmjs/-/postcss/6.0.23, MIT, approved, clearlydefined
npm/npmjs/-/prebuild-install/5.3.6, MIT, approved, clearlydefined
npm/npmjs/-/prebuild-install/6.1.3, MIT, approved, clearlydefined
npm/npmjs/-/prelude-ls/1.1.2, MIT, approved, clearlydefined
npm/npmjs/-/prepend-http/1.0.4, MIT, approved, clearlydefined
npm/npmjs/-/prepend-http/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/pretty-bytes/1.0.4, MIT, approved, clearlydefined
npm/npmjs/-/printj/1.1.2, Apache-2.0, approved, clearlydefined
npm/npmjs/-/printj/1.2.3, Apache-2.0, approved, clearlydefined
npm/npmjs/-/printj/1.3.0, Apache-2.0, approved, clearlydefined
npm/npmjs/-/private/0.1.8, MIT, approved, clearlydefined
npm/npmjs/-/process-nextick-args/2.0.1, MIT, approved, clearlydefined
npm/npmjs/-/progress-stream/1.2.0, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/progress/2.0.3, MIT, approved, clearlydefined
npm/npmjs/-/promise-inflight/1.0.1, ISC, approved, clearlydefined
npm/npmjs/-/prop-types/15.7.2, MIT, approved, clearlydefined
npm/npmjs/-/proto-list/1.2.4, ISC, approved, clearlydefined
npm/npmjs/-/proxy-addr/2.0.7, MIT, approved, clearlydefined
npm/npmjs/-/proxy-from-env/1.1.0, MIT, approved, clearlydefined
npm/npmjs/-/prr/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/pseudomap/1.0.2, ISC, approved, clearlydefined
npm/npmjs/-/psl/1.8.0, MIT, approved, clearlydefined
npm/npmjs/-/pump/1.0.3, MIT, approved, clearlydefined
npm/npmjs/-/pump/2.0.1, MIT, approved, clearlydefined
npm/npmjs/-/pump/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/pumpify/1.5.1, MIT, approved, clearlydefined
npm/npmjs/-/punycode/2.1.1, MIT, approved, clearlydefined
npm/npmjs/-/puppeteer-to-istanbul/1.4.0, ISC, approved, clearlydefined
npm/npmjs/-/puppeteer/2.1.1, Apache-2.0, approved, clearlydefined
npm/npmjs/-/q/1.5.1, Apache-2.0 AND MIT, approved, #1020
npm/npmjs/-/qs/6.5.2, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/qs/6.7.0, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/query-string/4.3.4, MIT, approved, clearlydefined
npm/npmjs/-/queue-microtask/1.2.3, MIT, approved, clearlydefined
npm/npmjs/-/quick-lru/1.1.0, MIT, approved, clearlydefined
npm/npmjs/-/quote-stream/1.0.2, MIT, approved, clearlydefined
npm/npmjs/-/raf/3.4.1, MIT, approved, clearlydefined
npm/npmjs/-/randombytes/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/range-parser/1.2.1, MIT, approved, clearlydefined
npm/npmjs/-/raw-body/2.4.0, MIT, approved, clearlydefined
npm/npmjs/-/rc/1.2.8, BSD-2-Clause OR (MIT OR Apache-2.0), approved, #1023
npm/npmjs/-/react-dom/16.14.0, MIT, approved, clearlydefined
npm/npmjs/-/react-is/16.10.2, MIT, approved, clearlydefined
npm/npmjs/-/react-is/16.13.1, MIT, approved, clearlydefined
npm/npmjs/-/react-is/17.0.2, MIT, approved, clearlydefined
npm/npmjs/-/react-lifecycles-compat/3.0.4, MIT, approved, clearlydefined
npm/npmjs/-/react-perfect-scrollbar/1.5.8, MIT, approved, clearlydefined
npm/npmjs/-/react-popper/1.3.11, MIT, approved, clearlydefined
npm/npmjs/-/react-resize-detector/6.7.4, MIT, restricted, clearlydefined
npm/npmjs/-/react-smooth/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/react-transition-group/2.9.0, BSD-3-Clause, approved, CQ22356
npm/npmjs/-/react-transition-group/4.4.2, BSD-3-Clause, approved, CQ22955
npm/npmjs/-/react-virtualized/9.22.3, MIT, approved, clearlydefined
npm/npmjs/-/react/16.14.0, MIT, approved, clearlydefined
npm/npmjs/-/read-cmd-shim/1.0.5, ISC, approved, clearlydefined
npm/npmjs/-/read-pkg-up/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/read-pkg-up/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/read-pkg-up/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/read-pkg/1.1.0, MIT, approved, clearlydefined
npm/npmjs/-/read-pkg/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/read-pkg/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/readable-stream/1.0.34, MIT, approved, clearlydefined
npm/npmjs/-/readable-stream/1.1.14, MIT, approved, clearlydefined
npm/npmjs/-/readable-stream/2.3.7, MIT, approved, #945
npm/npmjs/-/readable-stream/3.6.0, MIT, approved, CQ22627
npm/npmjs/-/readdirp/3.2.0, MIT, approved, clearlydefined
npm/npmjs/-/recast/0.11.23, MIT, approved, clearlydefined
npm/npmjs/-/recharts-scale/0.4.5, MIT, approved, clearlydefined
npm/npmjs/-/recharts/2.0.10, MIT, restricted, clearlydefined
npm/npmjs/-/rechoir/0.7.1, MIT, approved, clearlydefined
npm/npmjs/-/reconnecting-websocket/4.4.0, MIT, approved, #940
npm/npmjs/-/redent/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/redent/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/reduce-css-calc/1.3.0, MIT, approved, clearlydefined
npm/npmjs/-/reduce-css-calc/2.1.8, MIT, approved, clearlydefined
npm/npmjs/-/reduce-function-call/1.0.3, MIT, approved, clearlydefined
npm/npmjs/-/reflect-metadata/0.1.13, Apache-2.0, approved, clearlydefined
npm/npmjs/-/regenerate-unicode-properties/8.2.0, MIT, approved, clearlydefined
npm/npmjs/-/regenerate/1.4.2, MIT, approved, clearlydefined
npm/npmjs/-/regenerator-runtime/0.11.1, MIT, approved, clearlydefined
npm/npmjs/-/regenerator-runtime/0.13.7, MIT, approved, clearlydefined
npm/npmjs/-/regenerator-transform/0.14.5, MIT, approved, clearlydefined
npm/npmjs/-/regexp.prototype.flags/1.3.1, MIT, approved, clearlydefined
npm/npmjs/-/regexpu-core/4.7.1, MIT, approved, clearlydefined
npm/npmjs/-/regjsgen/0.5.2, MIT, approved, clearlydefined
npm/npmjs/-/regjsparser/0.6.9, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/regression/2.0.1, MIT, approved, clearlydefined
npm/npmjs/-/repeat-string/1.6.1, MIT, approved, clearlydefined
npm/npmjs/-/repeating/2.0.1, MIT, approved, clearlydefined
npm/npmjs/-/request/2.88.2, Apache-2.0, approved, #997
npm/npmjs/-/require-directory/2.1.1, MIT, approved, clearlydefined
npm/npmjs/-/require-main-filename/1.0.1, ISC, approved, clearlydefined
npm/npmjs/-/require-main-filename/2.0.0, ISC, approved, clearlydefined
npm/npmjs/-/resize-observer-polyfill/1.5.1, MIT, approved, clearlydefined
npm/npmjs/-/resolve-cwd/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/resolve-from/5.0.0, MIT, approved, clearlydefined
npm/npmjs/-/resolve/1.1.7, MIT, approved, clearlydefined
npm/npmjs/-/resolve/1.20.0, MIT, approved, clearlydefined
npm/npmjs/-/responselike/1.0.2, MIT, approved, clearlydefined
npm/npmjs/-/restore-cursor/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/restructure/0.5.4, MIT, approved, clearlydefined
npm/npmjs/-/resumer/0.0.0, MIT, approved, clearlydefined
npm/npmjs/-/reusify/1.0.4, MIT, approved, clearlydefined
npm/npmjs/-/rgbcolor/1.0.1, MIT OR OTHER, approved, clearlydefined
npm/npmjs/-/right-align/0.1.3, MIT, approved, clearlydefined
npm/npmjs/-/rimraf/2.6.3, ISC, approved, clearlydefined
npm/npmjs/-/rimraf/2.7.1, ISC, approved, clearlydefined
npm/npmjs/-/rimraf/3.0.2, ISC, approved, clearlydefined
npm/npmjs/-/roarr/2.15.4, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/rollup/0.25.8, MIT, restricted, clearlydefined
npm/npmjs/-/route-parser/0.0.5, MIT, approved, clearlydefined
npm/npmjs/-/run-async/2.4.1, MIT, approved, clearlydefined
npm/npmjs/-/run-parallel/1.2.0, MIT, approved, clearlydefined
npm/npmjs/-/run-queue/1.0.3, ISC, approved, clearlydefined
npm/npmjs/-/rw/1.3.3, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/rx-lite-aggregates/4.0.8, Apache-2.0, approved, clearlydefined
npm/npmjs/-/rx-lite/4.0.8, Apache-2.0, approved, clearlydefined
npm/npmjs/-/rxjs/6.6.7, Apache-2.0 AND MIT, approved, #941
npm/npmjs/-/safe-buffer/5.1.2, MIT, approved, clearlydefined
npm/npmjs/-/safe-buffer/5.2.1, MIT, approved, clearlydefined
npm/npmjs/-/safer-buffer/2.1.2, MIT, approved, clearlydefined
npm/npmjs/-/sax/1.2.4, ISC, approved, clearlydefined
npm/npmjs/-/saxes/5.0.1, ISC, approved, clearlydefined
npm/npmjs/-/scheduler/0.19.1, MIT, approved, clearlydefined
npm/npmjs/-/schema-utils/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/schema-utils/2.7.1, MIT, approved, clearlydefined
npm/npmjs/-/schema-utils/3.1.1, MIT, approved, clearlydefined
npm/npmjs/-/scope-analyzer/2.1.1, Apache-2.0, approved, clearlydefined
npm/npmjs/-/seek-bzip/1.0.6, MIT, approved, #1344
npm/npmjs/-/semver-compare/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/semver/5.7.1, ISC, approved, clearlydefined
npm/npmjs/-/semver/6.3.0, ISC, approved, clearlydefined
npm/npmjs/-/semver/7.0.0, ISC, approved, clearlydefined
npm/npmjs/-/semver/7.3.5, ISC, approved, clearlydefined
npm/npmjs/-/send/0.17.1, MIT, approved, clearlydefined
npm/npmjs/-/serialize-error/7.0.1, MIT, approved, clearlydefined
npm/npmjs/-/serialize-javascript/1.9.1, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/serialize-javascript/5.0.1, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/serialize-javascript/6.0.0, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/serve-static/1.14.1, MIT, approved, clearlydefined
npm/npmjs/-/set-blocking/2.0.0, ISC, approved, clearlydefined
npm/npmjs/-/setimmediate/1.0.5, MIT, approved, clearlydefined
npm/npmjs/-/setprototypeof/1.1.1, ISC, approved, clearlydefined
npm/npmjs/-/shallow-clone/3.0.1, MIT, approved, clearlydefined
npm/npmjs/-/shallow-copy/0.0.1, MIT, approved, clearlydefined
npm/npmjs/-/shebang-command/1.2.0, MIT, approved, clearlydefined
npm/npmjs/-/shebang-command/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/shebang-regex/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/shebang-regex/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/shell-env/0.3.0, MIT, approved, clearlydefined
npm/npmjs/-/shell-path/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/signal-exit/3.0.3, ISC, approved, clearlydefined
npm/npmjs/-/simple-concat/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/simple-get/3.1.0, MIT, approved, clearlydefined
npm/npmjs/-/single-line-log/1.1.2, MIT, approved, clearlydefined
npm/npmjs/-/slash/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/slash/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/sort-keys/1.1.2, MIT, approved, clearlydefined
npm/npmjs/-/sort-keys/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/source-list-map/0.1.8, MIT, approved, #506
npm/npmjs/-/source-list-map/2.0.1, BSD-3-Clause AND MIT, approved, #978
npm/npmjs/-/source-map-js/0.6.2, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/source-map-loader/2.0.2, MIT, approved, clearlydefined
npm/npmjs/-/source-map-support/0.3.3, MIT, approved, clearlydefined
npm/npmjs/-/source-map-support/0.5.19, MIT, approved, clearlydefined
npm/npmjs/-/source-map/0.1.32, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/source-map/0.1.43, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/source-map/0.5.7, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/source-map/0.6.1, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/source-map/0.7.3, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/sourcemap-codec/1.4.8, MIT, approved, clearlydefined
npm/npmjs/-/spawn-rx/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/spdx-correct/3.1.1, Apache-2.0, approved, #990
npm/npmjs/-/spdx-exceptions/2.3.0, CC-BY-3.0, approved, clearlydefined
npm/npmjs/-/spdx-expression-parse/3.0.1, MIT, approved, #1127
npm/npmjs/-/spdx-license-ids/3.0.9, CC0-1.0, approved, #989
npm/npmjs/-/speedometer/0.1.4, MIT, approved, clearlydefined
npm/npmjs/-/split/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/split2/2.2.0, ISC, approved, clearlydefined
npm/npmjs/-/sprintf-js/1.0.3, BSD-3-Clause, approved, #949
npm/npmjs/-/sprintf-js/1.1.2, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/ssf/0.11.2, Apache-2.0, approved, clearlydefined
npm/npmjs/-/sshpk/1.16.1, MIT, approved, clearlydefined
npm/npmjs/-/ssri/6.0.2, ISC, approved, CQ22632
npm/npmjs/-/stackblur-canvas/2.5.0, MIT, approved, clearlydefined
npm/npmjs/-/static-eval/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/static-module/3.0.4, MIT, approved, clearlydefined
npm/npmjs/-/statuses/1.5.0, MIT, approved, clearlydefined
npm/npmjs/-/stream-each/1.2.3, MIT, approved, clearlydefined
npm/npmjs/-/stream-shift/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/strict-uri-encode/1.1.0, MIT, approved, clearlydefined
npm/npmjs/-/string-argv/0.1.2, MIT, approved, clearlydefined
npm/npmjs/-/string-width/1.0.2, MIT, approved, clearlydefined
npm/npmjs/-/string-width/2.1.1, MIT, approved, clearlydefined
npm/npmjs/-/string-width/3.1.0, MIT, approved, clearlydefined
npm/npmjs/-/string-width/4.2.2, MIT, approved, clearlydefined
npm/npmjs/-/string.prototype.trim/1.2.4, MIT, approved, clearlydefined
npm/npmjs/-/string.prototype.trimend/1.0.4, MIT, approved, clearlydefined
npm/npmjs/-/string.prototype.trimstart/1.0.4, MIT, approved, clearlydefined
npm/npmjs/-/string_decoder/0.10.31, MIT, approved, clearlydefined
npm/npmjs/-/string_decoder/1.1.1, MIT, approved, clearlydefined
npm/npmjs/-/string_decoder/1.3.0, MIT, approved, clearlydefined
npm/npmjs/-/strip-ansi/3.0.1, MIT, approved, clearlydefined
npm/npmjs/-/strip-ansi/4.0.0, MIT, approved, clearlydefined
npm/npmjs/-/strip-ansi/5.2.0, MIT, approved, clearlydefined
npm/npmjs/-/strip-ansi/6.0.0, MIT, approved, clearlydefined
npm/npmjs/-/strip-bom/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/strip-bom/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/strip-dirs/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/strip-eof/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/strip-final-newline/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/strip-indent/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/strip-indent/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/strip-json-comments/2.0.1, MIT, approved, clearlydefined
npm/npmjs/-/strong-log-transformer/1.0.6, Artistic-2.0, approved, #946
npm/npmjs/-/style-loader/0.13.2, MIT, approved, #1211
npm/npmjs/-/style-loader/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/sumchecker/2.0.2, Apache-2.0, approved, clearlydefined
npm/npmjs/-/sumchecker/3.0.1, Apache-2.0, approved, clearlydefined
npm/npmjs/-/supports-color/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/supports-color/3.2.3, MIT, approved, clearlydefined
npm/npmjs/-/supports-color/5.5.0, MIT, approved, clearlydefined
npm/npmjs/-/supports-color/6.0.0, MIT, approved, clearlydefined
npm/npmjs/-/supports-color/8.1.1, MIT, approved, clearlydefined
npm/npmjs/-/svg-to-pdfkit/0.1.8, MIT, restricted, clearlydefined
npm/npmjs/-/svgo/0.7.2, Apache-2.0 AND MIT, approved, #948
npm/npmjs/-/symbol-tree/3.2.4, MIT, approved, clearlydefined
npm/npmjs/-/tapable/2.2.0, MIT, approved, clearlydefined
npm/npmjs/-/tape/4.14.0, MIT, approved, clearlydefined
npm/npmjs/-/tar-fs/1.16.3, MIT, approved, clearlydefined
npm/npmjs/-/tar-fs/2.1.1, MIT, approved, clearlydefined
npm/npmjs/-/tar-stream/1.6.2, MIT, approved, clearlydefined
npm/npmjs/-/tar-stream/2.2.0, MIT, approved, clearlydefined
npm/npmjs/-/tar/4.4.13, ISC, approved, clearlydefined
npm/npmjs/-/tar/6.1.0, ISC, approved, clearlydefined
npm/npmjs/-/temp-dir/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/temp-write/3.4.0, MIT, approved, clearlydefined
npm/npmjs/-/temp/0.9.4, MIT, approved, clearlydefined
npm/npmjs/-/tempfile/1.1.1, MIT, approved, clearlydefined
npm/npmjs/-/terser-webpack-plugin/5.1.4, MIT, approved, clearlydefined
npm/npmjs/-/terser/5.7.1, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/text-extensions/1.9.0, MIT, approved, clearlydefined
npm/npmjs/-/throttleit/0.0.2, MIT, approved, clearlydefined
npm/npmjs/-/through/2.3.8, Apache-2.0 AND MIT, approved, #1036
npm/npmjs/-/through2/0.2.3, MIT, restricted, clearlydefined
npm/npmjs/-/through2/2.0.5, MIT, approved, clearlydefined
npm/npmjs/-/tiny-inflate/1.0.3, MIT, approved, clearlydefined
npm/npmjs/-/tiny-warning/1.0.3, MIT, approved, clearlydefined
npm/npmjs/-/tinyqueue/2.0.3, ISC, approved, clearlydefined
npm/npmjs/-/tmp/0.0.33, MIT, approved, clearlydefined
npm/npmjs/-/to-buffer/1.1.1, MIT, approved, clearlydefined
npm/npmjs/-/to-fast-properties/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/to-readable-stream/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/to-regex-range/5.0.1, MIT, approved, clearlydefined
npm/npmjs/-/toidentifier/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/tough-cookie/2.5.0, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/tough-cookie/4.0.0, BSD-3-Clause, approved, clearlydefined
npm/npmjs/-/tr46/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/trash/6.1.1, MIT, approved, clearlydefined
npm/npmjs/-/traverse/0.3.9, MIT, approved, clearlydefined
npm/npmjs/-/trim-newlines/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/trim-newlines/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/trim-off-newlines/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/ts-md5/1.2.9, MIT AND WTFPL, approved, #992
npm/npmjs/-/tslib/1.14.1, 0BSD, approved, clearlydefined
npm/npmjs/-/tslib/2.3.1, 0BSD, approved, clearlydefined
npm/npmjs/-/tunnel-agent/0.6.0, Apache-2.0, approved, clearlydefined
npm/npmjs/-/tunnel/0.0.6, MIT, approved, clearlydefined
npm/npmjs/-/tweetnacl/0.14.5, Unlicense, approved, #1035
npm/npmjs/-/type-check/0.3.2, MIT, approved, clearlydefined
npm/npmjs/-/type-detect/4.0.8, MIT, approved, clearlydefined
npm/npmjs/-/type-fest/0.13.1, MIT OR (CC0-1.0 AND MIT), approved, clearlydefined
npm/npmjs/-/type-fest/0.7.1, MIT OR (CC0-1.0 AND MIT), approved, clearlydefined
npm/npmjs/-/type-is/1.6.18, MIT, approved, clearlydefined
npm/npmjs/-/type/1.2.0, ISC, approved, clearlydefined
npm/npmjs/-/type/2.5.0, ISC, approved, clearlydefined
npm/npmjs/-/typed-styles/0.0.7, MIT, approved, clearlydefined
npm/npmjs/-/typedarray-to-buffer/3.1.5, MIT, approved, clearlydefined
npm/npmjs/-/typedarray/0.0.6, MIT, approved, clearlydefined
npm/npmjs/-/typescript/4.3.5, Apache-2.0, restricted, clearlydefined
npm/npmjs/-/uc.micro/1.0.6, MIT, approved, #1022
npm/npmjs/-/uglify-js/2.8.29, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/uglify-js/3.13.10, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/uglify-to-browserify/1.0.2, MIT, approved, clearlydefined
npm/npmjs/-/umd-compat-loader/2.1.2, Apache-2.0, approved, clearlydefined
npm/npmjs/-/unbox-primitive/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/unbzip2-stream/1.4.3, MIT, approved, clearlydefined
npm/npmjs/-/unicode-canonical-property-names-ecmascript/1.0.4, MIT, approved, clearlydefined
npm/npmjs/-/unicode-match-property-ecmascript/1.0.4, MIT, approved, clearlydefined
npm/npmjs/-/unicode-match-property-value-ecmascript/1.2.0, MIT, approved, clearlydefined
npm/npmjs/-/unicode-properties/1.3.1, MIT, approved, clearlydefined
